Sentiment,tweet
0,rt @xeal Freezing Hell! RubyKaigi2009 tickets have sold out after 50 mins! Couldn't get one 
0,@MegMegMeg123 I ran out of space....hugging Jacob and Edward is just by himself 
0,It's now over...  But now we get the cast party!
1,Just joined Twitter hehe 
1,@eleanorhope lol i know 
0,@Hk5656 Didn't work. 
0,is seriously fed up 
1,@nacturnal    thankyou ;)
1,think i'm gunna write a one act play  xx the corner house here i come 
1,The slice of coffee cake I'm having for my snack is particularly yummy. It's moist &amp; delicious. Mmm good 
1,thank God for an elder brother! 
1,http://twitpic.com/3loae - My niece Maya eating pocky! 
0,"wish i didnt have to work today...perfect poolside conditions  o well, tomorrow is another day"
1,@katiewest No TV in the bedroom......... so we watch the DVDs on the laptop next to the bed. 
1,@JenIngram thanks 
0,i'll tell you what i'm NOT doing- i'm NOT at comerica watching the tigers as planned... 
0,"grr at carphone warehouse - no dispatch confirmation, tracking number doesn't work. Might not have shiny iPhone today "
1,@Bongirll lol I'm a good driver. I just don't like when he's sitting there directing me on what to do.. I'm like &quot;leave me alone ur old&quot; 
1,Just had a delicious lunch with Jilly billy and we'r about to watch &quot;the newlyweds&quot;... suppose to be hilarious show!! check it out 
1,"&quot;Ford's Approach to Social Media&quot; on Fox Business http://bit.ly/LpRvx Dating back to Feb. 2009, but still useful "
0,very disapointed my team lost 
0,@aprilpfab FIVE hours?! oh you poor dear! 
1,"Wow... The Hit List is awesome. A little sad I bought Things before MacHeist. Oh well, my bundle was free this year "
1,is going to sleep now. . . good night 
1,movie or something similar with some girls tonight ! 
0,"ewww...something nasty just came out of the sink faucet in my bathroom.    I'm thirsty, but I'm not about to drink water from there."
1,Nap time? Yes please. 
0,I hate being sick.  *cough*
0,how come all my replies arent coming in 
0,i want my hiccups to go away! 
1,@TheKellanLutz god!  you're such a nice guy. would love to walk with you x( only for a few meters  hugs. thanks for being so funny ;D
1,@contentcottage Thanks for the followfriday as well 
1,[Take.a.Chance]...Layin around;;Shower;;Thinkin of &amp; Missin HiM;;Txt Me 
1,@semblance_er ended up getting chocolate schnapps. According to the guy from the store it was yummier and creamier 
0,@farwyde Rewind. I'd go back to when my son was younger. Miss that.  #farpoll
1,Just left old navy all graphic tees are $3 
1,@globug....ohhhh where's your sweet lil' face  â« http://blip.fm/~7g0ge
0,@Anesia Whats wrong ? 
0,"Also, why the hell can't I open the soda bottle this morning? Need caffeine "
0,"Long time no &quot;tweet&quot;... In dire need of tech support: TV, Internet, Laptop -all died on me on the same day "
1,@markpank either that or i should rethink my wording. 
0,@filafresh I'm about to fire her. So hungry. 
1,"@danregal  Oh and being the resourceful gal I am, I have access to pretty much everything "
0,@philpallen you make me sick  jk. i love philbin!
0,"Eh, i could talk about my day but it sucked.  How about yours?"
1,My voice is gone...  Life Is Like A Coaster. Enjoy It B4 It Ends 
0,@iamachiapet Rub it in why don't you. 
0,aww farrah passed away 
0,#FF My Twitta Boo @BlacknightBK Even though he thinks all I Tweet about is A-A-A-A-A-A-ALCOHOL   Y'all know I'm crazy random
1,"Muffins, cookies, Bolthouse, and Nine Inch Nails/Janes Addiction on Wednesday = "
1,"@kingbee604- aweee , dont say that.. im sure they stilll rocked it ...  "
1,"a nice weather, a yummy pasta, sonny with a chance episodes.. nice.  the pasta is really yummy. lol."
1,@williamjabbott Who pressure yuh? Tell me! Ah go fix dem. 
0,o no more rain where did the sun go  xx
0,"@ritariot I know, and they're both leaving.  Goodbye Justy. Goodbye Warren and the nostril of justice "
0,someone talk to mee  danii*(:
1,@craigeryowens get well please 
0,"@PandaDong If I wasn't leaving to go to Columbia in a few hours, we'd be there  I'll let you know the next time I go...potentially 2mrow?"
0,@5c6a 1:58 - hadn't trained over the last 2 months! Came last!  Slower than the fat guy and old woman! Have to redeem myself in June now!
0,This is a black day for fish!!! My retarded guppy has died 
1,@ubeee hahah surely surely  all the best with exams 
1,@mitchelmusso thanks for talking to me on the phone yesterday!!!  i appreciate it 
0,@KLHINGLEY I'm the only person I know who hates them. Strawberry flavour fine. Strawberrys themselves yuk 
0,@souljaboytellem Damn Dre.....do we gotta be ass naked to get a reply from u???? 
1,"just woke up...oops, i need to learn to get up early....now i think i'll go lay in the sun "
0,wish tis was easier... 
0,@iamtoaster krystle doesn't sound to happy  gemma isn't happy now 
1,"@scottsdaleaz 9 years, WOW! My family and I use to go every year, we loved it. She was hilarious, we need to start going again! "
1,"@AshleyCastillo No, on the way to Vinny and Erica's house. "
1,@twochix1 and thank-you too 
1,"@dizzycoolbabe  Im good ta. bit tired cos i've been wking all wkend but other than that, all good  How's you?"
1,@GlamSunnyDee that's awsome 
1,@Jonasbrothers YAY!! here It's leess!!  the day of my Birthday it comes out!!  I'm so happy! lalala hhaaahah
1,@CinnamonCloud well you'll ether have to buy the DVD or wailt till july to see the Secret Episode!!   Episode 13! 
0,My head is feakin killin me...going to bed to get some sleep.....Prayin for my Granddaddy... 
1,@lauralovelady hope y'all have so so so much fun!  Can't wait to see the pics 
0,@kirstiealley i agree - try havin braces tho!.. not pretty 
0,@DJSauvage Sheeba is mean.mean.mean. And cruel to kill that poor baby bunnie that had it's whole life ahead of it 
0,"@chuckstar76  I'm obviously not meant to send this email out, as its crashed again, and I was so close to the send button "
0,Is eating 2 bowls of cereal over eating? Why do I feel so F'ing FAT  ?!?
1,Yay fir having finished all exams 
0,@EliseHa   ya......... i got my iphone not too long ago either but if i wanna get the new one i have to wait until August 
0,just got in... going thru old tweets.. seems i missed out on this #3turnoffwords and #3hotwords things.  maybe next time
0,I really very much enjoy my job. yet still dreading facing the poles  embarrassment CENTRAL
1,"@jaredleto hi hun! have a good night! I can't wait for see Mr. Nobody, here too  xoxo"
1,Is bored....can't wait to help Kjerstie at threeeee 
1,"am so boredd, i need to Follow more people but i cbb at the minuite "
1,@kennybindel haha like a pro!  I'm definitely signing up for netflix when I get back in the US
0,My dog has a limp! 
0,@HOM_JEANTRIX  a real philly cheese steak since I've never had one 
1,@MsAnnabellucy Like your headphone 
0,@oddieodelia I KNOW IM SO SAD FOR YOU    like actually
1,"@iAlejandro WOW I'm replying very late to your Bike to work comment. Yes, FW is doing it to. I think it's great!  Watch out for bikers."
0,@DAniellababiex3 but u know if u come now yur gonna be waitinq in the rain 
0,Got cool whip on my bed 
0,@cyntata @jaydu i miss it too. the rooftop 
0,"@cathy_cochina40 Cathy, it's not your fault. It seems it wasn't in the stars for me. I'm sorry I told it to my friend and I upset her "
0,Ah man. My mom is not well. 
0, i'm so angry. I want to cry. I just an upset.
1,"soooo after a day at the beach with little sis, i look like me only deep fried in AWESOME!!! in other words, she burned and I tanned  "
0,i miss you honey ! like a lot ! 
1,@Random_Goodness mwahahahaha!  i hate you so much. you're the worst BFF ever.        just kidding (:
0,@GuyKawasaki the #alltop links do not work correctly on iphone. 
0,No fencing last night  ... and accidentally took a long nap last night so now im tired again this morning.
0,thinks his weekends go too fast 
1,"I had to kick my dog out back cuz he was going to be sick  no being sick in the house,naughty doggy! lol Morning!"
0,@youngQ u gonna leave me bc I can't chat on my phone I don't think waaaaaaa 
0,@zlguewi True! I saw that episode too bc I watch every day...bc I'm middle aged 
0,I'm burning up...our air conditioning at work is broken 
0,I'm sick  I hate throwing up! And I'm so uncomfortable cause one minute im freezing then im roastin! Its horrible. Hope im better for W/E
0,i just noticed how i missed study anatomy  #hoppusday
1,"@Nogtheegg OMG that's great, congrats "
1,"be back, DVR'd The Unit and going to watch it. try not to miss me too much "
0,sniff! my tongue is sore 
0,"@elsket no, it dies in 3 hours. not much of a backup! lmao. "
1,@officialnjonas Hi Nick ...........Please reply me....Please  I am From Portugal! 
1,trying to figure this twitter thing out 
1,watchin the cavs game with friends 
1,@TVXQUKnow you can go VietNam there is so beautiful and friendly Fan 
1,Today is a good day. I'm looking forward to it. 
0,oh man i just noticed i got sunburned today  i'm rockin the &quot;natural&quot; blush
0,"had a very productive day, exspecially for be 20+ hours with no sleep...nightshift kills  me. goodnight sunshine... "
1,@emilymeier thats my favorite thing to do 
0,badly wants to watch Pretty In Pink. anyone want to re-buy it for me  never lending out dvds again.
1,@RiskSoundSystem can't wait 
1,"@SoloRunner 01:30 tomorrow morning, probably a pretty comformfortable time you "
1,@denisereg No no I am! I just bought the boxset though... so seems silly that I keep the first two seasons 
0,@simplyl GOO LAKERS!!!...  u took th day off to see them? or is it a holiday out thre lol
0,So sad. Won't be able to go to Eli's house with all of the others  I hope they miss me. Hahaha.
1,jonas brothers in 162 days (h) hell yeah! 
1,@jessyrocks7 It's freaking AAAAMAZING! 
0,Has no one to hang out with today 
0,Got new phone!  Have to wait until I'm back in SD to get it fully functional.    Cubs game today!
0,mï¿½nh s? l?i lï¿½ chï¿½nh mï¿½nh mï¿½ thï¿½i ..ngï¿½n quï¿½ .. mu?n ? riï¿½ng m?t mï¿½nh cho nï¿½ s??ng 
0,"Bizarro is just Superman: Ride of Steel? WTF I THOUGHT IT WAS A NEW COASTER oh well I'm still going on it this summer again, anyway "
0,@zuratulzulkifli cant tests tmw  direct message me here 
0,Math class starting !!' 
1,omg this song brings me so much joy! lalalalaa 
0,Home from first day at Atticus. Everyone very nice and I'm enjoying the work. Been on a Windows machine all day 
1,"Yay for free public transport, now to deploy this nationwide "
0,Gettin up and gettin ready to do some more taxes. 
0,Yeah...no sleep tonight. Ugh.  &lt;Style is War&gt;
1,"@yagit haha, yeah, back then ganun din ako. at miriam lang alam ko noon. the grass is always greener... "
1,@ArmyOfMeat I liked the double meanings when the girl is getting the boys clothes off in ep1  
0,Cnt sleep feel like shit  and worried bout later on to day
0,Missing that special someone 
1,watching matches all day long  Love this game
0,"oh, and sorry to all the ontd_political members who are following me, i'm not being very politically active atm haha. "
0,Mother's Day is making me feel like I'm either going to cry or throw up...perhaps both. I miss MY mommy 
1,Bonjour twitters and twitteretts tgif 
0,Question: Why the hell do we have 2 learn algebra?? IT SUCKS. when r we gonna use it in our lives  
0,"my dads riding in this, i knew i should have gone with him "
1,@singinHISpraise haha good. Hope you enjoy your summer! 
0,is so gutted she can't get tickets for pink! 
0,Supposed to be Hollyland already running hella late and now there's traffic! 
1,"@VanessaaHudgens  Evans Blue is ace, which song you like?  I love ''Over''  xo"
1,what's fun to do on South Street? 
1,they are the people at school in Australia I would never forget the most. they're the best! i love them very much 
0,"@cazob I swear, your tweets are epic when reading fanfic lol, they're keeping me amused whilst I'm blocked  lmao"
1,"Having an amazing birthday so far, sushi with the best's than out for the night! "
1,"@serryberry niiiice 2 hours last night, huh?! "
1,chillin in joshs with everyone 
0,@danoliver I'd love to blag #motogp tickets for donington... running out of time and not looking likely though 
1,@jordii_x lol  i am wathcing 90210 atm  it's very goods  ly xx
0,@brendo_91 I hate that I don't see whole conversations anymore.   #sigh
0,Detention @ 6:30AM tomorrow w/ Cox. Nap messed up my biological clock  Debating whether or not to take Math Level 2 diagnostic now.
0,"maybe i should get a macbook soon, is a 3 year old laptop due for retirement? "
1,@Aznchica2002 sure thing send them to sej001@lvc.edu and i will use them if 2 more people don't send them in 
1,"I should be sleeping. Instead, I'm eating chocolate, trying to pack, and waiting for SNL to come on. Florida for a few days tomorrow "
0,Tummy is still growling and having no luck uploading the upgrade files. Grrrr. I really don't want to MOD it all by hand!!! 
1,Sleepover with laura! 
0,@ItsCookie  no I didn't get to get any! Maya got some footage tho I'll have to get it from her. Omg we were in the pool chillin and the
0,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.
0,"@SousaTuba  rub the joints of your jaw in a clockwise motion (where it pops), then apply pressure on your temples...tmj is no fun "
1,#LVATT just one minute until the album officially drops! 
1,is driving with his grandpa 
1,@dishwithdena Fudge is the most amazing! Time for daily job 
1,going to get the new Green Day album tonight!!!!! 
1,"@finickymia 8 rolls total? I'd buy now if you're getting them abroad. 8 rolls would only last me a week, maybe less. Sunny sky beckons "
0,@LuckyBailey yea I believe so..you are too cruel 
1,@Bball4life Good morning 
1,@frankinguyen @Hoops_angel totally  and a good way to keep Franki's left nut warm :p
1,We are going to feast on prata. Model's diet? Um. ...  Yumm.  highlight of the week. haha.
1,Good morning tweeps 
0,"@tophatdog I think they like him better than me  cept for my Thor, he's a mama's boy.I'm lucky b/c he also does the laundry &amp; says as"
1,@tkmanion I don't feel the slightest bit of embarrassment about how much I enjoy his books. 
1,on my way home n gonna go to night market with my favorite peeps! 
0,Sstill happy but my feet REALLY hurt. Wish I had my sneakers. I love my sneakers. 
0,@KendellRenee I will be down there in 3 weeks... but u will be gone  We need to catch up!
1,@mileycyrus Lunch? The time diference really confuses me! I'm going to bed soon :L Oh and your immense by the way 
1,still 10 more holidays...cool 
0,@annyo84 I ask myself that all that time! The good ones seem to always be taken. 
0,@drewtoothpaste what?! When? 
1,"@feblub: Really make sense, because you have a chance to meet Sir Paul McCartney &amp; Richard Starkey in person there "
1,"@SonniesEdge hey, hows your NT goin??? having fun with it??? "
0,not partying 
0,@mikeziemer you traitor  whiskey and coke is my aphrodisiac
0,Morcheeba ï¿½ Slow Down - soon time to leave  so a final few tracks from me ? http://blip.fm/~7bekz
0,@MupNorth crap !  x
0,@darrlingK my b! i don't feel well  ...I can't leave Jessie and I don't think Kat wants barf on her nice couches...
1,has finished wk now sunshine time 
0,@julien2021  Was going to download this afternoon...should I wait?
1,@Laleh72 Hermana I see you found  me on facebook. 
1,"New blog post, with pictures!  --&gt; http://runningfromzombies.com/"
0,headache won't go away 
1,Goodmorning 
1,@soapdeli that's great! i'll have to keep a lookout for things like that 
0,Outraged! A man who beat up his sons molester may be going to jail. The molester? Free after pleading guilty. That's the Aus court system 
0,"No. No, he does not. "
0,"@DanG86 I'm on the one the hour before hand, want to get back for 9 for apprentice final! Trains are crap today "
0,@AdriennePree I didn't see em 
0,"Farrah Fawcett died?  So sad, shes in Heaven now."
0,I am sooo bored and have nobody to talk too...my usuals have disappeared tonight  
0,Bored.  At work all day until 5.    It sucks.
0,@skins96 How many dogs do you have now?  I have to wait till I get out of the military before I can get one. 
0,Has just got out of shower and for some reason it was freezing 
0,"@AnyaYellow Aw, that stinks.  I would be so sad. *hugs*"
0,"@willcarling OMG, We love Pigs. No-one else has ever seemed to have heard of it - I am pigless cuz hubby has taken them to Benidorm "
1,Please join me in welcoming the venerable Marek Ciesiolka @pastomarko into the twitter world! Definitely worth a follow! 
1,@esmeg Had one of the female servers tell her ass looks big in those pants. She will worry all night long Lol 
0,@Cindylooser haha I am awesome I know but don't worry I will be back Monday 
1,Jay-Z + Linkin Park = Faster prototyping. 
1,@BreaksDiva I was just trying to make you feel better and say I love you! Im glad you are cool now 
1,With kim and Feesha. Haha. Fun.  
0,Having a no good very bad day 
0,Just finished 'Fanboys'. HILARIOUS! And is about to be forced into 'When a Stranger Calls' when she really wants to watch ROTK  (fangirl)
0,@DeLanaHarvick oh no  I hope you get some sleep. I'm bad about staying up late especially when I don't have to work the next day(like now)
0,@Nana_Mex Are you saying I have alzheimers? Quite possibly....in all honesty 
1,@Marcus105 the link.. your options to delete will pop up on the twittter page 
0,@livetosingxo thanks leia. and i'll try. 
0,revision 4 maths exam on tuesday 
1,@NABSTL Amen same here. John 15 along with In His Face by Bob Sorge did me good this morning. You are a reason head  I love it
1,weather has changed our water park plans - but only slightly - opting for the dry version of a water park.... the &quot;Park&quot; 
1,really isnt doing anything 
1,so im officially helping moderate fuck yeah josh ruben. its like a dream come true  just wanted to let you... http://tumblr.com/xzn1zaajc
1,"@TFA_Slipstream OOC: Yay, name! *high fives the newly named Slipstream!* "
0,@ALisHERE would luv to...but there are no comps for it 
0,7 games to 0 Mancala ass beating administered to me by @ladikatt over coffee this morning. 
1,"@cindypon Thanks! Btw, my name is not really Senfaye! "
1,"@AshTisdale317 hi its alright  and thanks , ehh not too bad  you ? xx"
1,"@micklpickl Netherlands card cool -- Two Lips     Polish postcard, not so much."
1,"@honey_honeybun Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. "
1,@whitter86 you know i am always right ! lol gonna be 2 week's in florida from the 21st of next month. HOLIDAY !!! lol 
0,I have a sore neck and a long weekend (not the good long) it's gonna be rough 
0,"@Ultimo119 yeah, so great! Such a great deal. Wish tf2 mp was local too.  "
0,this whole-wheat-grain bullshit is a sorry excuse for a bagel.. 
1,back from Madrid... almost melted... did anyone miss me back at SCR?? 
0,"@bjoshpe more taxes, of course   always more."
0,School...were watching a sa movie in health. 
1,@MuffinsGaveUp haha 
0,noooooooo! my sunchips are dunzo 
0,"today i will: study for bio, study for history, study for r.e (yeah we have an r.e exam- how screwed up) and study for my health sac "
0,is working sooo in need of a vacation lol how was everyones weekend? mines was good but somewhat sad 
0,1st. day back 2 work since 2 weeks!+long hot tough day+ bad launch+a nap= just woke up!!!+1st. time skip important appointment 
0,"@5DollarDinners @CommnSenseMoney I wish hubs was here to say that   He always runs the concerts on Friday night, so it's just me a twitter"
1,"@dannsimmons sounds great, i am looking forward to the arrival of the SE Idou or what ever they decide to call it. "
0,@vampiresmitten I'm no help...I don't even know how to send an SMS post. Sorry 
0,@pRHOfessional true...I'll have to look into that 
1,@shellestafford Bye Michelle. Talk with you later. 
1,X-men: Origins was awesome. Go see it if you enjoy explosions and crazy brawls. 4/5 stars. 
0,@Willtothe no...i'm just tired.. 
0,@willcarling Have Gloucester actually turned up or if this a pub team? 
1,"Donï¿½t need a joint to be happy, and donï¿½t need any fucking idiot to destroy my night. Good motherfucking night! "
0,"With Mother's Day looming, I am missing my momma more than usual.      What I'd give to have her here for just one day!  &lt;3"
1,@WerewolfJacob YOU did good things for me lol  I also yelled most of the night in the chatroom I was in...I pulled a Jake.
0,"I have pretty much lost my voice, I hope work isn't busy today "
1,feeling better than yesterday 
0,it's Ole &amp; Sara's last Sunday with us  they leave for Texas Friday pm; so make sure you make it here! Ole is teaching all 3services today
0,down with the worst batch of hayfever that i have ever had 
1,@herbmentor That insta garden looks great! Slowly building up mine 
1,@nicepaul &quot;guerilla&quot; usability tests... nice one 
1,"@FiberDeviant wow, that's a great breakfast~ you have a very nice son. You can send him this way if he needs a vacation "
0,my heart has been broken. 
0,"@jordanhowell Not looking forward to that one! Yeah, i have 2 Latins and a Geog "
1,Back from the Wedding it was Awesome &amp; really Pretty! To bad I dont believe in committing hehehe  / Im SO tiredddd!
0,Anyone want to get lunch around campus? Class done at 1. Brain hurts 
0,"&quot;there's only 2 cant in this company; cant do, cant stay!&quot; my boss .. "
1,"@gtrexler Aw shucks, you're too kind  Thanks for the #followfriday love. Right back atcha!"
1,@RubiJayne @Dhympna @TiannaXander @jenthegingerkid @HaileyEdwards Thanks for the Dark Hunter info all! Awesome! Everyone said in order. 
1,Just woke up! Gonna spent my day shopping in Rotterdam!  xoxo
0,@madlyv Virginia.I hope you do another movie in Memphis..The City miss you 
0,@djscratch I still can't hear nuffin 
0,"wtf, i have a bug bite... not cool! effing bugs "
1,@bobbyllew ...how rude of me sprung a random message on you and didn't even say hello...so hello 
1,Just got back from my brother wedding and a day with relatives and visiting wineries. What a great time! 
1,@acemaker @twitterzilla is finally a woman of a few words. 
0,@EbonyNicoles I've been so busy I missed this whole season except for a couple episodes 
0,I have notheing to do 
1,"@SpideyMizzou yea, whats the deal with that? "
1,@ManyaS the ask a Ninja podcast was talking about the NIN/JA tour and I totally thought of you 
0,"@suitecherryl I was so tired! I worked 11 hours today.  But at the end of working 4 days over 2 weekends, I get 6 days leave (I think) "
0,@livee_tan no they stick. did they get on your skin? 
0,My heart feels heavy 
0,too bad another good night was fucking ruined..I don't wanna sleep alone  at least some text me? anyone?
0,My face hurts 
1,"@ChildPerson hello - doing well, hooked on &quot;i'm a celebrity&quot;, lol! hope u have a good night "
1,I'm so sleepy I think I'm going to take a nap 
1,@lovebesos my neighbour is a howl - I love him  I've always wanted a motorcycle but somehow never realised I could get 1 til I hurt my leg
1,"@beaulacstyle you are SO RIGHT about Brazilian Blowout!  I am a Specialist in Santa Monica, CA and I LOVE LOVE LOVE! More info on my site "
1,VAST concert tomarrow night!!!! 
0,so happy im moving!!!!!!!! omg like 1 more week of oregon 
0,"@purplesolleile Oh. You missed Larry King Live too? Ako rin eh. I was so frustrated. And yes, iba pa rin pag sa TV. "
0,@tommcfly I'd love to be there even if u were playing A Capella guys  I wanna cry for missing it!!
1,"Oh! Northern Downpour was just on the radio! I mean, not from the CD or anything. But the normal radio station! Woohoo. "
0,"@comakazi Last time I went to Paris, I was also with people who preferred to do other things. We drove by the Louvre though "
1,@pdurham oh...  so not all that good of a speech... lol
1,"@pierrematta lol don't worry, i didn't do anything wrong. just my way of saying i really want to experience God moving "
0,my days are not complete w/o my baby.. 
0,I can't believe that the people of yorkshire and humberside have voted in BNP MEP.This is a shameful day for the counties.  
0,@iFel Sorry.  It really felt like she was talking to me directly and I couldn't look her in the eye.
0,Still working on music grades...outside on the deck...sun is behind a big gray cloud 
0,11:40 on my way 2 work until 10:00 pm in a nice day ( so sad) 
1,"Interview went really well, they even asked if I would be interested in working full time for the store  hoping I get a call back, EXCITED"
0,Running into Ex's in corridors makes me sad 
0,Well I'm going off to summer school espaÃ±ol. nothing too great. 
0,And All of a sudden Alisha signed out of MSN and Habbo. Shes prolly gone. 
0,Going to sleep... I'm tired... 
0,"ugh...I feel really not well today. haven't even gotten out of bed. well, once at like 11 am, and standing up made my head swim "
0,"yay Nancy R. ! &lt;3  She misses R...  sad,,,  (CBS News live &gt; http://ustre.am/2bWW)"
0,#E3 Please tell me all that graphical tearing and lameness of SH for the Wii was in my eyes and not in the gameplay.... 
0,@Johnita08  but if that's what you have to do... I understand
0,Just pathetically attempted a Sake bomb at Fat Fish 
0,@fedjkin I was probably at work.  I figured you would be up for a couple of hours.  Oh well. 
0,2.00 am Goodbye!!!!!!!!!!!!!!!!!!!!!!!!!!! 
0,@MamaBekZ can't believe i'm not in LA are you are 
1,@Jodye_Quinn Hey Chica- you ready for tonight?! 
0,Is it not ok to just want to Hate you?  i can't do this anymore.
0,@TearsAndRane I miss school  look at the bright side! at least you're not bitter yet. 
1,Well i have just finished a project for school and am now researching for my essay !! 
0,Turned car rnd &amp; went back for what I thought was an injured dog this am.Turned out it was a bc 'herding' cars.Owner seemed unperturbed 
0,Damn somerset BANGIN!! no parkin spaces anywhere 
0,@FreshJacobs and im pineapple allergic 
0,Just finished futsal and now at the pasar malam.. Unfortunately have to watch what I eat tonight.. Not too full and not too hungry.. 
0,"for the 2nd time in 2 months, ruined a brand new garment by spilling a drop of oil on it. 1st the blue dress, and now an adorable shirt. "
0,"Pissed off, got the times wrong picking up the meat on Monday so I can expect to receive an C-Charge fine any day now  bollocks!"
1,UP was fantastic - Pixar was amazing once again. They sure can make me cry. Vanya and Thor liked it too 
0,It's taking forever for iTunes to download a 9.7 MB game 
1,"Listening to 'Fly with me' -Jonas Brothers on Youtube, While doing my assignment work "
1,@feliciaday wow...you were great 
1,http://bit.ly/bPlEm  The trannie of cameras : The SLR born in a Point and Shoot's body Might save up for this 
1,@honestlyShelby someone's a little twitter happy ha 
0,"@craigeryowens: Is the contest over?? I just got a camera today, do I still have time? "
1,in Massachusetts. i actually caught some internet  so i figured 'why not take my dailybooth?'. i'm in my... http://tinyurl.com/ozpzg3
0,"Have a look at the aquatics info on Asdas website, oh dear! "
0,"Jessica is up now. Oh, Savannah's team did not win "
1,@Flowersophy You may be on to something. I have been running something in the back of my mind. I'm going 2 start drinking warm milk soon! 
1,"Totally relaxing today...reading, catching up on dvr'd shows, possibly a nap... "
1,@VrouwHolle aww I am proud to be your first reply  and that I have taken over your updates haha
1,"Happy, overjoyed. Can't really say anything about why but things are going pretty damn good. "
1,in 15 minutes Iï¿½ll must go... swimming with friends! YEY!  fun without end! 
1,@RaptheRenegade all good! Take a rest 
0,"didn't make it to church today, i was so tired "
0,"damn, i forgot to enter the #squarespace sweeps during the weekend "
1,goin on a date with my boy.. off to see UP!  #fb
1,New Moon teaser... oh my!!! Love the wolf! 
0,Just saw a dog get left behind at the circle k !! Wish I didn't have work so I could rescue it...  poor thing
0,@Pete_Knight Not here he bloody hasn't 
1,its time to take a shower and head out to watch terminator salvation for a second time  i even prep by watching the trilogy earlier today
1,@RobPattinson_ say hello to yet more stardom.. 
0,@RichieSosa Me too 
1,"@partridge you are an internationally famous artist, as shown in a gallery  x"
0,i want to go to the beach 
0,@Tracy_1303 cuz all us kyte girls have one and i think miss tracy is the only one who hasnt!  lol...anyways hows u? any plans 4 2day?xxx
0,All I want to do is sleep. I'm so tired 
0,Is back to being alone. 
0,"Closest Krispy Kreme is down the highway  Wound up at All Star Donuts on Clement. Have to say, Happy Donuts on Van Ness is the best."
1,i like messing with my bf and saying things like i can watch him play footie for hours but he cant shop with me 
1,Drinking my morning coffee 
0,@TrannyOnInside 
1,@iragenustik am on plan so get phone for free 
0,Cooold. 
0,Ava can't breathe through her nose.  
0,"I hate taking pills ugh, it's gay. I caught a cold out here "
1,@aimeemeuw Ahhh! I love No ka oi!   Enjoy girly!
1,@jamesthegill Me too! It can't be that unrealistic then 
0,@KellyShibari nope! Tis another cousin. The baby is soooo cute and healthy! My niece sent me a pic. I'm not sure if I can make it. 
1,i've downloaded some mcfly albums today  im happy lol
1,"There are wonderful people in my life who I think I can handle only in small doses  &amp; there is just 1 I cud be with every hour, everyday."
0,MOVING HOME TOMORROW!! oh yeah! @sallyslytherin if there was any recording sorts planned i will probably be on the road and thus unable 
0,"@peterg11742 I'm starting to panic, my tv guide thing is showing basketball on NBC    AAAAAAHHHHHHHH"
0,Our first show in Santa Clarita and fucking Fentruck isn't playing   Hope kids come out &amp; see us! http://twitpic.com/7x57h
0,I want to do some running or something outside. But nobody is available. 
0,my mouth hurts so bad from the dentist 
0,@CaptainRedmuff 
1,@aeoth Which is what I was referring to. 
1,Goodmorning everyone!!! Today WILL be a good day!!!  Smile be happy!!!
1,"I just remember that I havent eaten anything today, but its 6pm. "
0,o crap i think im getting sick nooo 
0,"@mark32i5b ha ha, no just I'm not a fan of the heat "
1,Yeh last assignment of the semester is now over! 
1,@Yung_Cordi  lol...ii can't wait either love...qonna be nice ;)
1,great night last night... The Hangover was hilarious!!! and everyone loves applebees!!! &lt;3 
0,@ERINERNIE awwww im classified as a gamer now? 
0,And to top it off i dont have my marquee 
0,@FlyEffortlssly Me too  
0,@MsPwety I know but no you left me and went to the room  grrrrrrr
1,Happy Mother's Day all you moms! Hubby is off to work and I'm going to work out and then veg with a mindless movie. 
1,Just finished setting up my dad's new iPhone 
0,mama's not feeling well 
0,"@NicolaKenny I know! But I'm going to see JB in November so I'm not that bummed and McFly at V Fest, so I feel more for you "
1,"@serena Great! Have a good time down there. Tell our booth (711) that Rick sent ya, via Twitter! "
0,"anywho, night all. Can feel a hangover coming on for tomorrow and working tomorrow woop, not  x"
1,Just added a pretty picture to my Myspace. Ahhhhhh!  To pretty! 
0,Working on a sunny day. Again   http://yfrog.com/67ec6mj
0,"Does she really care about me? Am I being boring? IDK, I just want her back... i love u, but I wanna know wats wrong "
1,"Urgh up ,showered, hair done... breakfast time now I think "
1,"Exam today, and I'm also auto fletching on Runescape...  "
0,says i think i sprained my wrist... ouch  http://plurk.com/p/x6vpl
1,@booksliesalibis good news!  Enjoy the (hopefully dry and uneventful!) weekend 
1,I'm going to start reading in a sec. Breaking Dawn! 
1,Going to go to sleep to awaken to more work  CBNQ W.S.T.W.W.D?
1,@dyam120406 waaaaaaaaa bebi you're here! 
0,the apprentice was ace!!! but booooooo no more margaret 
1,@AnikoHeartsJon Night Aniko  Sweet dreams
1,@ronniewilson omg yes....where ya been 
1,@dwgirl4life hi  if you're there can i ask you a question?
1,@kinagrannis and @davidchoimusic  I think you should do a cover of lucky by Jason mraz and colbie caillat. 
1,@vhmprincess advil AND beer! 
1,"@darsky hey, it's been an unforgettable day in sports on your bday!  (despite your Giants taking the fall.)  "
1,"God is good, all the time, God is good. "
