Sentiment,tweet
1,is sitting at work eating banana bread and watching the office for two hours
0,woke up at pm not nice gotta study math the wholee day
0,no luck where is my kitty &lt; ami
1,woot woot marathoning doctor who
1,hi all back home safe after a wonderful weekend of ancient greek and good company
0,it s bad for their little baby ears
1,haven t tweeter alot latley but oh well
1,yuck nope no coffee but enjoy yours
0,ermm where we get given the articles before the exam then get tested on it good luck too xx
1,if you still need help with style sheets css let me know
0,i feel lonely i miss home
0,aww *offers you a moist moist towelette*
1,iwantbluejelly
0,going to grandpa house i discovered today that he is with cancer bad bad times
0,enders is shit now
0,i think it will take me another day to complete i might have to leave my laptop on again =
1,i was already at the bank a while ago but i still forgot to settle some accounts oh my im getting old memory gap it is
1,today is my day off woohoo gotta go to pt and then get my hair done it s gonna be a good day
1,i m thankful that i m not a person who usually breaks down into tears sometimes maybe but i don t cry like it s the end of the world
1,have fun at your graduation robin
0,trying to get some decent photo s out of bad dusty autocross photo s need to crop a lot
1,im reading breaking dawn and eating a strawberry snow cone ~*fuckinanas*~
1,yeahh don t be a nerd all the tym party some &amp; enjoy life heheh
1,i love it you two are as mature as we i got tattoo d yesterday &amp; returned to a toddler w her first bike husband spoils her
0,kamalji hates biriyani because it gets over in quickly
1,til she fell asleep only took about minutes of singing and scalp massage and boom she was out fell asleep smiling
0,years but we have been away from the uk for miss my girls
0,reading &quot;convert data files online free pdf word excel text images&quot;
1,don t have ours yet either maybe it s just that my sales were so high yesterday i crashed their servers
0,catherinee isss upsettt hahah inside jokee
0,back to work
1,no we legged it back to civilization to splash our massive winnings about
1,si
1,watchingg mtv awards ah
0,i hate doing laundry especially since i have to pay for it
0,well stopped to potty and the car won t crank timing belt broke this is not good at all
1,i know i know
0,really
1,hellooooooo gorgeous boy who works at my new gym
1,rockey mountain tomorrow until tuesday very excited
1,cã³ khã´ng em æ¡i chã©p cho anh vá»i
0,u need my phone sad face
1,you knowwwwwwwwww again haha x
0,i want them both sadly just not at the same time john only a pinch more dean i &lt; long term
0,no music to listen to when i head home tonight i m sad tweople
1,hahaha why yes i did
1,oh thanks it s someone specific though
0,only person noticed i wore my s moovs shirt on today that means the pop culture phenomena is fading
1,i m now addicted to watching brilliant legacy korean drama typical love story actors actresses are cute what s not to love haha
1,just put up his weekly show give him a shout &amp; listen to his great show
1,happy birthday tatuy tomorrow we miss you we love you
0,warmwarmwarmwarmwarm do not like
0,also no more rizzy home now
1,its not just you
0,worst part about cle orl series being over is no more nba on tnt this year
0,graduation tonight bring on the tissues
0,aproape s a terminat si roadtripu maine inapoi intre betoane
1,phishing scams are just weird good thing im so skeptical
0,double sad face
1,well so much for a long weekend boss called up has load to cover will pay extra for working on sunday i ve reset so okay
0,| gaynal an poo we have school tomorrow
1,chillin
0,lol i ve been up still hella blah with the flu
0,is heading back to innsbruck today back to the real life
0,no one is signing up to come talk the lighting on this webcam sucks anyway
0,hmmm why did twitpic post those pictures twice on and not on
0,ugh i am sick
1,love that the &quot;kill the leader&quot; mp mode in the new transformers game is called &quot;one shall stand&quot; nerrrrrds
0,dropped her beautiful phone into the cold sandy ocean
0,can t stop crying her eyes out im so lost
1,ummm yes i think i can handle that lol
0,awh dan *hugs* thats really sad
1,my studying has ended for the day off to enjoy the sun
0,samantha who was cancelled i really liked that show
1,back home in bad ass la hotlanta was fun but glad to be home ps best show thus far
1,on the plane got the exit row window seat
1,um yea of coarse wayne is the man
1,the lost get found
1,yey downloaded songs frm a great mp search engine
0,just got homeeeee goodnight i m tiweeed
1,hi katieee =d since your not msn howz you today
0,is sad and oritantion at am whyyyyyy
0,i cant find stephs fic
1,the boys game
0,i doubt anyone would hate someone for being a libertarian if they understood republicans have given us all bad names
1,headed to the lake fun in the sun and lotsss of wakeboarding ahhhh
1,your new cd is amazing i loveee these songss
0,thanks for blowing my cover
1,back from the marathon exhausted you woulda thought i ran ha off to nap
1,finishing up as many projects as i can sleep deprived now hardly functioning without constant caffeine all good though
0,am now doing what i detest the most writing treatments *sighs* but it has to be done i guess
0,i m wondering if we should go away for the weekend d c ideas never took off
1,im gettin my food
1,going to get my hair chopped off
1,davina magnetic energy can have an emotional affect your thoughts
0,i m still wanting an invitation for the wandering alchemist who can get me to view her blog i miss it
1,magic v lakers finals looking forward to it
0,no aunt flo showed up weeks late dang but we are trying
0,sad world when people start voting for the likes of them
1,how does it feel to be a vegiie now xd
1,i know there are some evil plants that take over so i am educating myself before looking
1,i loveee sushi
1,todays is a musical day
1,also carlos was my favorite and eric was the cutest thing ever emotes emotes all around dd
0,i dedicated that song to my vw when i sold it
1,hmm i think i m going to paint my toes
1,pssst peeps new blog at and don t forget to enter the fjj details on blog
1,good twitter is fun
1,stress as in providing a solution give it a try
0,looks like tonight s a bit of a bust
0,week going slow on well it s friday tomorrow and the race for life on sunday
1,playing human age
1,tash and steph will be here soon
0,cleaning out the cabin
1,is having dinner tonight at hurricanes darling harbour with special friends yum can t wait to get there sangria here i come
1,funny i searched for windows mobile on m bing com and it returned glass companies in mobile usa via
1,or what about &quot;outpost&quot; nazi zombies agogo
1,i m in on a saturday alone getting ready to watch a movie too how was my bloody valentine
0,hey we your fans are worried heard about the earthquake but no news about you guys being alright
0,is extremely sunburnt and hurts
0,where are you
1,oh i just decided we all needed to smile more and you ve got a great big smile wayne
1,what would you call a parrot that eats beans a thunderbird hee hee
0,welp it s just after am and i can t sleep oh so bored why am i always bored
1,miss you
1,had gr gig last nite hilite crackin up with head through cloud of smoke machine fog on a ft drum riser tryin not fall off
1,awww me neither tbh lets choose to ignore that then
1,you re welcome i gave the ï¿½ off from you signing up with the code to the rainforest alliance enjoy
0,is depressed
1,i love that you guys are taking time off in hawaii hope to see you around can t wait for friday
0,no it s too cold inside my room lol
1,thank you xx
0,finally got my bbycks order and they sent me the wrong stuff ;s so i have to send it back
1,is confused by the lockers down stairs o i had no pound coins and is listening to a french version of my generation tis nice
0,lmao no silly why on earth would you think that did you call me outtve my name too
1,true story it was sooo weird
1,im going at or earlier still need to fix my things
0,oh how i would love to go get a few drinks with the greatest neighbor ever but i think i just read on fb that he s super busy
0,hate missing trivia night tonight
0,i don t like storms no hail for me i want my mommy
0,damn i was only one off
0,oh dude at least he got to enjoy someone who adored him for a bit of time in his life condolences antony
0,damn you were serious my bad ok cheese noted btw i own of those unlike you i am ashamed i also loved bring it on
0,keeping things sweet with the neighbours lodgers do like to make it a challenge for me though
0,ughhhhhh why must i work today
0,so tired and practice was depressing sleepy time
0,point failures outside liverpool street station are starting to be a constant fixture in my morning commute
0,its been raining so long it smells like mildew or some shit outside
1,heh no problem thanks for being one
1,you guys we re awesome on thursday nite i won t be askin for my money back
0,this summer break has been bogus so far because i dont have anything to do at all i am still looking for a job
1,hey big man giving away some comics all gone now but i thought you might get a kick out of the idea
0,is the tattoo shop going through major pain once again &quot;trying&quot; to finish my rib cage fucking shit hold my hand twitter
1,thank you many flaws but cunningly hidden on the inside so i m not worrying about em
1,aahh i thought i had it mustn t have gone through it s just like mobwars but on twitter tis fun
1,i m totally absolutely excited about dj hero
0,we kept playing until they kicked us out has orientation or something tomorrow for class
1,i recommend you add to follow &quot;nltverse&quot; you will have daily scripture updates in a modern new living translation version
0,dad s saying i can t go but he said i could this is all my sisters fault
0,hayaaaaa cism sampaaa niii i hate reading
1,great show indeed enjoy it will only get better
0,awww poor teddy
1,&amp; another on those fat cheeks
1,french open on organizing myself nails nap uploading pics later all in that order
0,lol there was a small piece of cabbage in my hair wtf
0,needs to stop being stubborn and go to the freakin dentist
0,its the last tan at tiki many memories since taaaarrrrraaaaaa
1,sittin on the porch at maw maw s talkin to everyone happy mother s day
1,weather *is* fantastic and i have to say really enjoyed the parade my first we love living in ithaca thank you
1,uploading photos ughhhh i have to go to school early tomorrow fml but woo excursion i win
1,what s that about &amp;&amp;&amp;&amp; do wanna make short cake
1,bet you looking cool in the team sats hoodie
1,disney here i come just finishing packing then we re on our way
0,twing to figure this thing out
1,lovin this new route i take to walk home enjoying the stroll home with the late night breeze
0,horrible crick i ve got in my neck today got it last night zipping up the side of a dress can t move head without pain
0,i keep forgetting to use this thing not good i miss you twitter
0,resting after an exhausting but rewarding weekend of shows oh is there still yard work to do
1,i just passed the prudential center in newark where i met david for the first time
0,is waitin ughhhh
0,i have so much wicked stuff but i don t have any shirts i have two wizard of oz shirts with wicked witch though
1,it was wasn t it i can t wait to see it twilight won a lot of awards
0,oh my god i can neither breathe trough my mouth or nose
1,thank you for the kind words i appreciate it have a great night
1,sweet will do
0,s throat is killing her and she s whining great
1,i have been shopping with my sister so im happy anyways peace
1,am in the black until my landlord cashes the rent cheque ï¿½ pay cheque cleared in a single day
0,lonely sleepless night here in sydney
0,yep not there not under my desk and not in my cupboard it s well and truly gone
0,i have a sore throat = goooddd make it go awaayy
0,probably isn t eligible for the australian skilled professional immigration visa after all
0,i feel the same way riite now
0,d oh i left my headphones at home
0,can t believe my pendulum live at brixton dvd cd has arrived at my girlfriends yet i won t see her till next week
0,i am heartbroken
0,i just ate a little bit of lotion by accident gross
1,missing rachel ray for an eye appt then back here to start organizing stuff for the move
1,hey rose long time dear
0,must put down my book again for a long night of city council meetings
1,jalan with my friends
1,thanks you anyway for follow ruff me since its very humble beginning
1,just updated my herbalife website now have videos check the home page+the testimonial page those guys are my pals
1,ash left her sunglasses here so i m gonna wear them
1,what ya mean by it
1,ha ha he s going off roading
0,no it wouldn t let me save it cuz i don t have pro
0,i give up on the denver broncos and other things i figure it is all pointless my heart is broken no broncos tickets &quot;
1,warrenties save lifes
1,oh poor baby bless his heart hopefully he ll feel better tomorrow
0,how do i even get a job at a beginners level everyone wants experienced ppl that doesnt help me
0,heading out to the apartment pool haven t actually used it yet hopefully there won t be kids in it
1,oh how unfair it was freaking hot here today i stayed inside allday in my pjs i had a sulk day xx lol
0,because the plug in won t date my stuff and now it s saying weeks ago for today lol
1,i guess that explains why i don t normally go on sunday mornings though
1,salut i m really good a bit tired though s awesome they took more pics
0,omg tickets left for the shortstack show is this friday or saturday s one
1,lucky you there are places in de where bus rides per day in the week and no bus at weekend should be enough hrs seems fine
1,awesome i m glad you liked them i tried to get some good ones of jon for you
1,ok but it won t be this year some day
0,cant afford to see angels and demons so i watched it for free
1,hey boring sunday might go to the zoo tomarrow wanna know my lococrazy plans read my blog www littlelocomimi webs com xomimi
1,thanks for the well wishes i ll just grind me teeth until it passes and walk around the office bent at an angle
0,so very tired &quot;working to what a way to make a living&quot; not to day it isn t
0,so empty n lost
0,ack i wonder why that would cause your lips to hurt
1,don t you dare missy please i looove your hair is that makeup i see there
1,my friend is being featured in the the july issue of modern drummer
1,date night how exciting i hope you guys got to enjoy some quiet alone adult time ;
0,no i did not
0,just got email flight has been cancelled and it was going so well radio show in huge amounts of jeopardy
0,i wanna cry
1,on the bus last week of school
1,lol no im just trying to find everyon s good side and stay on it
0,i think someone wants to hurt me if you understand
0,omg im missing out of cats thats the price you pay for limited inspiration lol its on c right xoxoxx
0,i thought she left yesterday morning wtf we shoulda
1,editing my profile for the first time in forever tommy s an uncle again &lt;
0,has posted the new song yet his myspace says he logged today but i can t see the songs on my iphone
1,hi rob are you talking about the michael brecker tune how have you been
1,ewwww that s exactly why i stick with brocolli thank you very much
0,ahhhh nooooo
1,liz wendling had too much fun today sleep
1,it is sunday afternoon i have hit smthing called api limit on dt;clearly i need exercise back later twitter ye rose buds while ye may
0,bees in the apt again and nobody here to kill them how will i sleep
0,yesssss that was me ahahahahah i was like i want to call this woman danyel but she might be like wtf so i was quiet
1,too bad sob sob hahaha i m always interested in good recipes please share
1,i should probably go to bed now seeing as i have psych tomorrow eff college i m joining a band i wish
1,ahahahahahahahaha omg woow thats funny
1,i hear ya blair i m chained to one as well
0,if religious people bash atheists that s kosher but atheists are called &quot;intolerant&quot; and &quot;arrogant&quot; if we do it
0,as much as i m such a chatty talkative little monkey i m having problems in expressing some feelings so i m sorry for being such a klutz
0,is thinking that you should never have a milkshake after happy hour
1,just woke up now have tea in bed which is where i d stay but ya know it s not fault that the photo walk is cursed by rain
1,okay all my twittering friends what shall we chat about tonight i say we get a cocktail and chat away lol
1,no i love you
0,i m interested to see how i function work tomorrow i have to wake up in hrs hahhaha not really though
1,reading about the movie beowulf now i know why it is like a d movie or something it is a motion capture film
1,got another tv recording scheduled for june i can t wait to perform ~
1,hahh i am officially done with this semester looking forward tothe next one hopefully with less shitty classes
0,is having post gig depression but listening to sing it loud is helping allot
1,yea charcoal is love hate for me depends how i feel that day but in general i like it i like how dark it gets
0,omfg this dude looks well ard he puts me to shame
0,come back
1,can t believe its am already book so good
0,i know it s so nostalgic
1,thinks shes casper lame o
1,what am i doing drinking a shitload of water to get rid off me hangover then training at am
0,i wanna listen too
1,my tummy is getting bigger the baby is growing woot woot weeks for me
1,lol the other days i was talking with a friend about sw and i thought about you i didnt see them yet but i will
0,i m only allergic to some bunnies are you allergic to all fur that sucks isn t that cosmic irony a furry allergic to fur
1,cheers i don t know get whisked away on holiday by a nice guy or something lol
1,at barnes &amp; noble in line waiting to get my book signed by artie lange
1,i jst moved here in mtl i found tis place awes me
1,i already love
1,had to thro ya fukyaman joint on lol haters everywhere thanx for makin that song perfect for tonight
1,get off twitter i love you jaymay
0,i hate driving up to a place only to find it s closed down in huntington beach warner beach blvd
0,bitches that shit better be the biggest damn room in the convention center wait that ll be for new moon duh
1,thnx for informing the others i wont ever understand twitter s reason for the box thing
0,yo i want one of those lacefronts so bad lol but dont u hafta wear makeup i dnt wear makeup
0,i miss my amigos
0,i wish i could flyyyyyyy
0,i don t know i have heard both sides i understand both sides i love both sides i am confused
1,cuddling with my baby my big black furry baby such a sweetie abby
1,talking on stickam exciting bed by
1,apparently transformers will be released around the last week of june hmm &quot;up&quot; seems nice
0,getting ready to go to work nooooo
1,all beautiful now
0,if u wanna bring it here haha i really need to work i ve been slacking for a couple days
0,haha i wish lunch time here got a busy day ahead now
1,is loving s aerial album especially channel two you might like this
1,glad to be of some service
0,hates insomnia but hates falling asleep ten minutes before the alarm goes off more
1,i wonder how old i have to be in order for people to accept me when i run for supervisor in san francisco
0,well you ll be the prettiest hydrangea purple s drag queen around
1,www jaylovesit com check it out guys
0,i wish we came tooo we did like nooothing
0,i am jealous
1,heyyyy im watching that too he makes the show that much better
1,has juice
1,awwww thanks
1,going to work from
0,i have a bird living with me so i have to find other ways to kill these damn things beside the exterminator it sucks
0,understandable but of course those pics make me want to buy a psp now
1,can t wait for the big birthday bbq on sunday hairstylist know how to get crazy
1,if it could be sunny everyday no rain no cold weather ever i wouldn t complain; just sayin there should be a sun smiley to put here
0,i am up
1,adam looks so happy
1,first day of the playground job hope we don t get too many little kids i m tired
0,tom is back in town
1,that s genius
1,idd my point exactly
0,i just lost pics cause the power went off while coping photos to pc the switch the mgr said to flip turned off my neighbors power
1,ok so pretty bad day of golf today oh well rematch on monday
1,reading the hunger games &amp; eating a bag of almond m&amp;ms from sry for the typo i m happy it s friday you should be too
1,off to bed good night europe
0,i just had a dream i wasn t shitting then i woke up
1,love it when fleshing out backstory generates reams of new story elements
1,i would like to think so but you know that its impossible to say
0,really sad after finally hearing the truth &amp; idk y
0,ohdear i dropped a piece of mango on the floor
1,well thank you boo buddy more pics tomorrow theme s s pin up i m excited
1,i think it will if you put some extract virgin oil
1,ahh yay im so excited
0,omg i am hungy now i should not have skipped lunch should listen to &gt;
0,hah that is abit bad actually nevermindd yeahh samee cant wait for the new album
0,holy crap looks great will have to try and import it to switzerland
0,i hate people
0,aim is sucking donkeyass and i can t get back on
0,a friend found a little dwarf rabbit yesterday some cruel people abandoned it have it here now hope it isn t ill will care for it
0,school tmr but only more days left
0,got an invite to go to can ams in new brunswick would love to do it but can t justify the time and at this point
1,aah then i have to watch that wife demand romantic movie and get a bit bored but this is on mylist now
0,oh what a shame but don t worry i m sure you re gonna see them we are gonna watch them together hehe i m such a dreamer lol
0,has no twitter stalkers
1,well itâ´s way easier over the computer
1,feeling better watching weeds with kenny and tacos for dinner were delicious
0,i wanna go to disneyland tigger s cute but mickey s still the hbic imo
0,i m so sorry i missed the bus twice i don t know how i managed that i tried texting you but my phone is now officially dead
0,is thousands of miles away from her dad on father s day
1,ok im going to figure out this video stuff today for twitter
1,yes i like that idea random=fun
1,how was your day
0,lonely in office
1,ok everyone work done ttfn
1,yayyyyyy there s season yayyyyyyy i m soooo happy i love hannah montana as well as you
1,no words available in my head that i can twit out waiting for flying back home
0,apparently people don t want to talk to you when you re depressed and then that just makes you even more depressed
0,a little boy put his dog down the toilet awww he only wanted to give him a wash awww
0,up way too early babysitting could use a little more sleep
1,super happy pretty much the best day ever
1,a little bit but mostly now that it s here i m excited mostly
1,*sniff* i like to check bpal org just before bed cuz that s where my dc are
0,how u have to watch old chapelle show reruns
1,im going to catch up on some sleep now
1,your knowledge of x men is starting to scare me
0,still wished she had met quest crew stupid purgatory
0,going to bed i have a sore throat
1,but i d love the code thanks
1,i ve been laughin non stop today
0,at least the sounders didn t tie
1,goood morning tweeties literally let s make it just that a good morning
1,i love your show and i m glad theres ganna be a season cant wait to watch it
1,has been sittin up all night watchin the hillss loveee itt
1,google analytics
1,nope but you ve got me playing for what it s worth again
1,very few people under make the connection with rebecca though so you mean you re not an author lol
0,yeah i just follow famous people because i m cool like that submitting to society s celebrity dominated attitudes pet
0,but it s got cameron diaz in it
1,i m still crossing my fingers for a fun group
0,clean clean clean pack pack pack move move move kill me kill me kill me kill me
1,playin yatzy with me mum
1,haha before i needed to sleep minimum hours of sleep but now i m getting from
1,leaving for raleigh
0,beers &amp; whiskey = awesomness work in hours = sourness
0,diva you never reply
0,on my way to work but no book to read
0,i sit way too close to my monitor i need to wider desk so i can push it further back
1,at home watching family guy with my dork lol dork equals babe i heart him sooo very much
1,wishing dr rae a happy birthday
1,hope your having a great day
1,ultracatchy somehow i m favouring swedish music today
1,my future beau ; he s not naked just on our way to the beach happy sunday everyone
0,thatï¿½s death
1,mailen
0,love your glasses are they wayfarers i had a few pairs but had to sell
1,boo ya waking up in vegas katy perry
1,can t wait to see them both on the th signed posters or pics available at the booth will be there on the th
0,getting dressed to go to granny s another day of now twitting
1,no work yehey
0,what is wrong with me right now guess i have to go to bed see ya tomorrow twitter universe
1,just ate arby s my mom brought me she s so thoughtful
0,i agree on everything except that i m not eligible for the foil garruk
1,about to go home such a boring day at the office did finish s of supernatural though always a plus
0,just got back from my first session at the gym with a pt i m sore allread
1,just remember i was your first follower
0,yay that s good i was going to today but the plans went canceled
0,why aren t you with we need hang outs
0,so sorry to hear n what s a jawbone ii
0,internet at borders video doesn t work left phone at lh
0,tired in seattle and had wonderful food with the crew bedtime show
1,freebie free womens golf classes from american express follow me for your twitter freebies
1,hey thanks for my profile pic
1,let s go lakers good day to you sir
0,boo just got your reply now uhmm i have a short attention span too if that s what you mean w not remembering haha
1,there s just something magical about turning to head south on i
0,you make me feel sick to my stomach
0,tried to tether my iphone but apparently it only works with the g so no wicked fast edge surfing for me
0,it hurts when you give me that look
1,it was bliss pure bliss
0,would really quite like an htc touch pro already
0,omg i woke up wit swollen jaw &amp;&amp; a busted lip loool wat happened lol m so confused
1,well i m on ur side
0,saw an ad on craigslist for a casting call for a female host on g i was totally psyched but realized it was a hoax
0,great it s monday yeah alright
0,it dosnt matter bub id rather not talk about it &quot; i love you so much &lt; x
1,good nights to all today it was a great day thanks to god for giving me a moment mas of life
0,there s gotta be more than just those
1,i am having a great day i needed a fun weekend thanks everyone
0,when you go a step forward with asp net ajax be ready to go steps backwards
0,my espresso machine just stopped working i knew i shouldn t have been looking at the catalogue of new ones while using it
1,is listening to fall out boy
1,yeah it was great craic irishrail failed me again by not having a regular enough service but hey whatever you got an im
1,you know its summer when you re on the river every weekend hammered
1,okay people my fones charged
0,watching &quot;throw it in the bag&quot; ft my man the dream i see some of the words changed
0,meep some rat bastard al
0,yeah i noticed how sad i love your role there you were partnered with matt evans right ate
1,so we decided to go see again again today we just saw it on saturday
0,restoring servers after powerfailure
0,ok after a bit of googling i found not only the sad answer to my slts s question but the awful truth owed to u &amp; others
0,but i can t click &quot;assign&quot; nothing on the screen to assign looks like another help case
1,heading down there in a bit to pick mine up
0,its all clear to me now
1,yeah i was fine thanks for caring bud
0,hour untill i have to load up the car and take the ride home
0,today it s a bad day
0,ours that tragedy the fall of the airplane of the air france
1,wants to go and watch the star trek film how sad i m in the business of misery lets take it to the top
0,ok i tried them strawberry milkshake oreos are disgusting like solidified strawberry quik
1,just got home from a super night out lots of drinks and pics woo my head is wrecked tho
0,minutes til this wasted friday is over
1,i loved star trek it was so awesome and the effects were brilliant &quot;live long and prosper &quot; hehe i wanna see it again
0,ls students na pala meron ng a h n virus isa yung pumasok sa klase so there
1,spent hours of very hard work out on trig point before returning to trailmix and snozza had had enough for one day
0,my lappy is running dead slow processor at mhz as soon as i start any process the cpu usage shoots up to
0,why can t i sleep
0,i didn t waste it i ended up finishing it just later
0,whutchu get when you mix gelato and omg that reminds me how bad my sad is wif ma dog
1,thanks katie the book will be another gr tool in healthy lifestyle battle; i promise extra motivation after reading
1,im listening to la la land at the minute i love it your an amazing singer lovee xx
0,says axar ns ndeh mkpgdecide kung kelan first day
0,i tried but honestly i found it kinda boring watchmen and all things watchmen related just isn t my thing apparently
0,now im i ll
0,time to work through emails should be done by next year
1,ooo good choice spanish boys
1,could you please translate in cool english dahlin
1,i was shocked too he s coming back next series
1,hey hey cognackid am glad you found me
1,eating a hot fudge sunday mmm
1,finishing up hw last day tomorrow woot woot
0,had to take kim and ash the clinic down with fever and slight cold
0,sunburnt &amp; feeling sick to my stomach
0,oops meant to say fall out of my chair see told u i was sleepy
1,jack johnson in the morning and cloudy skies awesome combo should be a good day
1,i hoped vs would allow clean integration in this regard maybe i was too optimistic
0,has it been released spent almost k dh on the and now
1,yea to frankie lol was so funny clever tactive to get her to reply
1,foxwoods
1,didn t make it outside to read rearranged my kitchen instead
0,fingers and arms sore from painting all day yesterday and a lot more to come
0,have to take car to mechanic fml
0,just had the most awful and upsetting nightmare
1,haha cowboy hats and thanks for the prayers
1,my manager is so cheery today
1,lee and kara are fighting over his towel this is epic man
0,i really wish sheldon cooper was a real person
0,is ashamed to admit she is now addicted mchef
1,committed girls wanted u ll will also perform at some the beat events and community functions da summer lets go
1,almost at followers here i come lol
1,he is el cute
0,sorry hear that u can contact our customer care team or dm me w qs &amp; info so i can see how i can help
1,why thank you this is bonzo he s my buddy yr old lb great parinese sp bark is fierce but really a big pussycat
0,sorry going to sms you but phone died i had shower got ready and sat down to watch the footy for a few secs woke up hours later
0,confuse confuse confuse and lost of words
1,happy bday silly love ya
1,fun fun eh i ve had better but i just got back from coldstone so thats good
0,i remember freaking out on hearing a few of my frnds didn t hav television at their place and i m surviving without one since a week now
1,+ is far greater than trust me i know
1,now has many clothes to wear all clean and washed
1,wow so many people said &quot;good morning&quot; back to me thanks for that a good morning i intend to have indeed
0,i feel show depriveddd
1,shitty start to a shitty day finna run it off and i see he doesn t see me tho jus how i like it
0,nip tuck got cancelled
1,intinya ga ada kamu dia ga betah beduaan ama aku aja disini you knowwsss diurusin dong anak buah nya tuh
0,is concerned about italians missing the opportunity to change things by not voting to the referendum
1,lol get it in before its late
1,the melbourne tram timetables are the same as i discovered yesterday they re fantastic to read at a glance
1,i told and that we need to have a reunion you must be there too how you been
1,&quot;just&quot;
0,heard there was some wifi prob there just in case the hashtag is not made same mistake earlier
0,omg the hills is over my manager ricky romance the mtv awards w out me &amp; im stuck in dc packing for my next trip yo this sucks lol
0,well done diversity haircut
0,wishing my time off started sooner
1,any new albums comin out i m waitin
0,ok ok no more horseplaying back to studying
0,yes i heard can t watch it here
1,ylang ylang bath with jasmine
1,bolt is so cute
0,proper thundering today at one point it sounded like a bomb had gone off
0,revising chemistry
0,gave corey his wake up call at khian is fed and cooing collyer is still sleeping i wish i was i have a crush on a secret someone
0,got a bad headache
0,disappointed ignored what else mejor me acuesto today was not a good day sad
0,yeah but every stpry u read is garuanteed to be about mcfly bliss haha no one is reading with love xox though xx
1,ahhhhh it s a cool and crisp morning
0,why is it so pissing hard to hammer a nail in a wall i ve ran out of nails they re all bent
1,thank you thank you thank you for the books
1,every thing is okay now
1,i finally got to listen to it last nite and really enjoyed it good tips as always interesting to hear how u each started
1,just exchanged my ipod now it s definitely as good as new
1,i wouldnt try either not sure this will work skim down
0,me too grl im so pissed that the cavs lost
0,am hungover and work sucks i need a new job also slightly sad not invited to an old friend s wedding tomorrow
1,oh i so cnt wait finish this class haha i made sum self saucing chocolate pudding b i got here cnt wait to eat it whn i get homee
1,looooooooooooooooooool my excited posts hahahaha ill have a look at the forum and just check it once in a while
1,i do i do i do from the uk xx
0,ugh my hairs a frizzy mess from the pool oh well at least i had fun
0,ugh im bored and im pretty sure i won t be able to sleep tonight cause the nap i took was a bit too long
1,i wonder when the radio will start playing new music going shopping
1,lol i like the s &amp; s music best i think
0,has truely had the worst week needs a coffee and a debreif oh and a bitch session anyone in anyone at all no
0,damn i am such a hot mess i had the weirdest but most amazing dream ever too bad its not coming true
0,iphone activation servers are down
0,i would but im sick as a dog
0,eating bread
1,i didnt think i would be either lol
1,no actually it wasn t meant to i had a lovely day
1,whoa i am glad i sent it when i did
0,dear i hate it when i want to refine a hashtag based search and forget you change the search field to an update feel
1,lets hope the weather is as good as this one
1,i did the same thing today
0,help it is only wednesday
0,back to the rainy weather
1,i like sexy
0,somebody buy the bottom billion by paul collier for me its worth
1,having choccie croissants to welcome chloe to the pr team chocolate ones she must be special
0,good luck w sf chinese food that s delivered recent trip i used urban spoon &amp; ended up calling homes not restaurants
1,tomorrowwww im doing nothing i dont start school till wednesday
0,lol i miss you more it s cuz gayydee got his phone disconnected
1,halle berry halle berry lol
1,staveros flatley should have won bgt but diversity were good
1,i have an script that do this but i use this with vimperator scripting
0,rained out
0,cause its light beer hehe and ive only been to concert in my life deadsy and msi when i was like lmao
1,i love sonic and getting out of the house
0,finished today s only found out of the planned though i reckon they re gone walkies
1,i ve been goin days straight everyday is friday to me who cares
1,thundolfe see below i m a helper
0,typing feels a little weird with tweetdeck and it won t let me look at someones tweete more than or so
1,done wid exam more left weekend
0,i dont think he has it sorry
0,returned at work sigh
1,aan het werk met milow in m n hoofd you don t know
1,i need a long vacation on a secluded island with no idiots wish me luck
1,ohh i have many p i would take me forever to say haha wbu
1,you ll find cooking is hugely therapeutic think of it that way
1,lb pw is the way to go that way it stays off we can do it
1,simply gorgeous we are in topsham this pm which is a jewel on the coast mix of olde english and dutch architecture beautiful
1,here we go now
0,my lunch is almost over already off work at
1,watching milk i m off work tomorrow
0,going to eat asian cooking that is not my mom s once again ugh
0,grrrrrrrrrr alright i think i m done with my venting
0,feel rough as and look like shit
0,one of my eyes is puffy and the other isn t
0,we miss you too my love
1,heh i want an n too but i drool over an n wish we had better mobile phone companies here in the usa
0,ugh why headache still present
0,might i also mention to that your wife tish has a poser also
1,whaat why for you no going out and stuff yo you should get out and celebremate
1,men are courages enough to do anything when their egos are at stake
1,im going off with aput then to rebel with the usuals
1,softball after church so great have good godly fellowship ~ god is good ~
0,my battery only has one bar left
0,maybe i spraind it or sumthin
0,i sooo agree i miss the sea air
1,haha idk goodnight stevie
0,sorry to hinder you but i had to cancel my subscription for a little while until my finances are in better shape
1,maan been so long i havent been on the cp which means days
0,where r u going
0,just leaving downtown found a dress finally but still not my size in my colour gotta go back tomorrow
1,loving the dirty msn chats with the b f
1,the pleasure is mine sir
0,takin care of my mom she is really sick
1,had a nice run now for optometrist
1,excatly
0,i actually bought it over the long weekend read it in days note well the copy that turned up is not the one i reserved
1,leaving jamina s house in a few minutes baking day hooraaay
1,we re both sticklers for language i m sloppy with words when too lazy to explain the difference
1,j adam moore you are cracking me up mom
0,the hail is getting larger my poor car
